Date,Transaction Type,No.,Amount ,Due Date,Customer,Split,Terms,A/R Paid,Open Balance,Sent,Delivery Address
09/03/2025,Invoice,1789,594.00  ,16/03/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
18/03/2025,Invoice,1796,165.00  ,25/03/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
03/03/2025,Invoice,1782,231.00  ,10/03/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
24/02/2025,Invoice,1770,66.00  ,03/03/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
21/03/2025,Payment,,600.50  ,21/03/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
17/02/2025,Invoice,1762,544.50  ,25/02/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
03/03/2025,Invoice,1782,231.00  ,10/03/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
05/04/2025,Payment,,264.00  ,05/04/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
24/03/2025,Invoice,1805,264.00  ,01/04/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
05/04/2025,Payment,,363.00  ,05/04/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/04/2025,Invoice,1815,363.00  ,08/04/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
15/05/2025,Payment,,78.00  ,15/05/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
06/04/2025,Invoice,1823,165.00  ,13/04/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
15/05/2025,Payment,,87.00  ,15/05/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
06/04/2025,Invoice,1823,165.00  ,13/04/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
15/05/2025,Payment,,495.00  ,15/05/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
13/04/2025,Invoice,1830,495.00  ,20/04/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
15/05/2025,Payment,,418.00  ,15/05/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
29/04/2025,Invoice,1840,418.00  ,06/05/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
05/06/2025,Payment,,396.00  ,05/06/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
27/05/2025,Invoice,1864,396.00  ,03/06/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
05/06/2025,Payment,,594.00  ,05/06/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
18/05/2025,Invoice,1857,594.00  ,25/05/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/07/2025,Payment,,533.50  ,08/07/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/06/2025,Invoice,1868,533.50  ,15/06/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/07/2025,Payment,,198.00  ,08/07/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
22/06/2025,Invoice,1890,198.00  ,30/06/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/07/2025,Payment,,268.50  ,08/07/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/07/2025,Invoice,1904,374.00  ,08/07/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/07/2025,Payment,,105.50  ,08/07/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/07/2025,Invoice,1904,374.00  ,08/07/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/08/2025,Payment,,429.00  ,01/08/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
07/07/2025,Invoice,1914,429.00  ,15/07/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/08/2025,Payment,,594.00  ,01/08/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
15/07/2025,Invoice,1922,594.00  ,22/07/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
01/08/2025,Payment,,363.00  ,01/08/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
21/07/2025,Invoice,1934,363.00  ,29/07/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
04/09/2025,Payment,,"1,000.00  ",04/09/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
06/08/2025,Invoice,1946,319.00  ,13/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
27/07/2025,Invoice,1939,330.00  ,03/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
10/08/2025,Invoice,1953,99.00  ,17/08/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
17/08/2025,Invoice,1963,858.00  ,24/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
04/09/2025,Payment,,"1,000.00  ",04/09/2025,Acme Roof Plumbing,Business,,Paid,0.00  ,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
24/08/2025,Invoice,1974,396.00  ,31/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
17/08/2025,Invoice,1963,858.00  ,24/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
04/09/2025,Payment,,2.00  ,04/09/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
24/08/2025,Invoice,1974,396.00  ,31/08/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
05/10/2025,Payment,,"1,023.00  ",05/10/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
21/09/2025,Invoice,2011,891.00  ,28/09/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
03/09/2025,Invoice,1988,66.00  ,10/09/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
10/09/2025,Invoice,2002,66.00  ,17/09/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
28/10/2025,Payment,,"1,155.00  ",28/10/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
29/09/2025,Invoice,2027,231.00  ,06/10/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
12/10/2025,Invoice,2041,462.00  ,19/10/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
19/10/2025,Invoice,2045,396.00  ,26/10/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
26/10/2025,Invoice,2054,66.00  ,02/11/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
20/11/2025,Payment,,561.00  ,20/11/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
09/11/2025,Invoice,2074,561.00  ,16/11/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/12/2025,Payment,,462.00  ,08/12/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
23/11/2025,Invoice,2081,462.00  ,30/11/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
08/12/2025,Payment,,66.00  ,08/12/2025,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
30/11/2025,Invoice,2092,66.00  ,07/12/2025,Acme Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
09/01/2026,Payment,,511.50  ,09/01/2026,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
14/12/2025,Invoice,2109,511.50  ,21/12/2025,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
09/01/2026,Payment,,495.00  ,09/01/2026,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
04/01/2026,Invoice,2117,495.00  ,11/01/2026,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
30/01/2026,Payment,,924.00  ,30/01/2026,Acme Roof Plumbing,Business,,Paid,,,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
26/01/2026,Invoice,2143,363.00  ,02/02/2026,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
18/01/2026,Invoice,2132,363.00  ,25/01/2026,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
11/01/2026,Invoice,2127,198.00  ,18/01/2026,Acme Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,"accounts@acmeroofplumbing.com, jake@acmeroofplumbing.com"
,,,,,,,,,,,
,,,,,,,,,,,
13/11/2023,Payment,,242.00  ,13/11/2023,AFM Roofing,Business,,Paid,,,Admin@afmroofing.com.au
08/11/2023,Invoice,1399,242.00  ,15/11/2023,AFM Roofing,-Split-,7 Days,Paid,0.00  ,Sent,Admin@afmroofing.com.au
28/11/2023,Payment,,211.75  ,28/11/2023,AFM Roofing,Business,,Paid,,,Admin@afmroofing.com.au
20/11/2023,Invoice,1406,211.75  ,27/11/2023,AFM Roofing,Sales,7 Days,Paid,0.00  ,Sent,Admin@afmroofing.com.au
30/11/2023,Payment,,90.75  ,30/11/2023,AFM Roofing,Business,,Paid,,,Admin@afmroofing.com.au
26/11/2023,Invoice,1409,90.75  ,03/12/2023,AFM Roofing,Sales,7 Days,Paid,0.00  ,Sent,Admin@afmroofing.com.au
05/12/2023,Payment,,330.00  ,05/12/2023,AFM Roofing,Business,,Paid,,,Admin@afmroofing.com.au
13/11/2023,Invoice,1400,330.00  ,20/11/2023,AFM Roofing,-Split-,7 Days,Paid,0.00  ,Sent,Admin@afmroofing.com.au
10/01/2024,Payment,,544.50  ,10/01/2024,AFM Roofing,Business,,Paid,,,Admin@afmroofing.com.au
10/12/2023,Invoice,1422,544.50  ,17/12/2023,AFM Roofing,-Split-,7 Days,Paid,0.00  ,Sent,Admin@afmroofing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
09/09/2022,Payment,,242.00  ,09/09/2022,Ajax Plumbing,Business,,Paid,,,
05/09/2022,Invoice,1019,242.00  ,12/09/2022,Ajax Plumbing,Sales,7 Days,Paid,0.00  ,Sent,brad@ajaxplumbing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
04/09/2022,Payment,,60.50  ,04/09/2022,Alpha Roof Plumbing,Business,,Paid,,,
29/08/2022,Invoice,1013,60.50  ,05/09/2022,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
04/10/2022,Payment,,60.50  ,04/10/2022,Alpha Roof Plumbing,Business,,Paid,,,
03/10/2022,Invoice,1032,60.50  ,10/10/2022,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
31/01/2023,Payment,,90.75  ,31/01/2023,Alpha Roof Plumbing,Business,,Paid,,,
22/01/2023,Invoice,1099,90.75  ,29/01/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
17/05/2023,Payment,,181.50  ,17/05/2023,Alpha Roof Plumbing,Business,,Paid,,,
14/05/2023,Invoice,1210,181.50  ,21/05/2023,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
24/05/2023,Payment,,90.75  ,24/05/2023,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
21/05/2023,Invoice,1217,90.75  ,28/05/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
05/06/2023,Payment,,60.50  ,05/06/2023,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
04/06/2023,Invoice,1233,60.50  ,11/06/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
25/07/2023,Payment,,60.50  ,25/07/2023,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
23/07/2023,Invoice,1287,60.50  ,30/07/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
26/09/2023,Payment,,60.50  ,26/09/2023,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
24/09/2023,Invoice,1357,60.50  ,01/10/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
21/10/2023,Payment,,242.00  ,21/10/2023,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
15/10/2023,Invoice,1371,242.00  ,22/10/2023,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
29/01/2024,Payment,,60.50  ,29/01/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
21/01/2024,Invoice,1434,60.50  ,28/01/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
14/02/2024,Payment,,60.50  ,14/02/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
11/02/2024,Invoice,1454,60.50  ,18/02/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
18/03/2024,Payment,,60.50  ,18/03/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
17/03/2024,Invoice,1484,60.50  ,24/03/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
12/04/2024,Payment,,66.00  ,12/04/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
09/04/2024,Invoice,1502,66.00  ,16/04/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
09/04/2024,Payment,,60.50  ,09/04/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
01/04/2024,Invoice,1492,60.50  ,08/04/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
16/04/2024,Payment,,60.50  ,16/04/2024,Alpha Roof Plumbing,Business,,Paid,0.00  ,,call3n98@gmail.com
23/04/2024,Invoice,1514,66.00  ,30/04/2024,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
23/04/2024,Payment,,5.50  ,23/04/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
23/04/2024,Invoice,1514,66.00  ,30/04/2024,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
29/04/2024,Payment,,66.00  ,29/04/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
28/04/2024,Invoice,1519,66.00  ,05/05/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
29/05/2024,Payment,,627.00  ,29/05/2024,Alpha Roof Plumbing,Undeposited funds,,Paid,,,
28/05/2024,Invoice,1548,627.00  ,28/05/2024,Alpha Roof Plumbing,Sales,Due on receipt,Paid,0.00  ,Sent,call3n98@gmail.com
27/05/2024,Payment,,66.00  ,27/05/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
28/05/2024,Invoice,1544,66.00  ,02/06/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
05/06/2024,Payment,,297.00  ,05/06/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
03/06/2024,Invoice,1550,297.00  ,10/06/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
21/07/2024,Payment,,330.00  ,21/07/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
14/07/2024,Invoice,1587,330.00  ,21/07/2024,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
28/07/2024,Payment,,330.00  ,28/07/2024,Alpha Roof Plumbing,Business,,Paid,0.00  ,,call3n98@gmail.com
11/08/2024,Invoice,1604,594.00  ,18/08/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
04/08/2024,Invoice,1598,132.00  ,11/08/2024,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
12/08/2024,Payment,,396.00  ,12/08/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
11/08/2024,Invoice,1604,594.00  ,18/08/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
22/08/2024,Payment,,66.00  ,22/08/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
18/08/2024,Invoice,1610,66.00  ,25/08/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
03/09/2024,Payment,,66.00  ,03/09/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
01/09/2024,Invoice,1620,66.00  ,08/09/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
11/09/2024,Payment,,132.00  ,11/09/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
08/09/2024,Invoice,1627,132.00  ,15/09/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
17/09/2024,Payment,,66.00  ,17/09/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
15/09/2024,Invoice,1634,66.00  ,22/09/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
12/11/2024,Payment,,165.00  ,12/11/2024,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
03/11/2024,Invoice,1683,165.00  ,10/11/2024,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
05/01/2025,Payment,,66.00  ,05/01/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
31/12/2024,Invoice,1725,66.00  ,07/01/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
03/03/2025,Payment,,132.00  ,03/03/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
24/02/2025,Invoice,1771,132.00  ,03/03/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
01/04/2025,Payment,,181.50  ,01/04/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
24/03/2025,Invoice,1806,181.50  ,31/03/2025,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
05/05/2025,Payment,,49.50  ,05/05/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
05/05/2025,Invoice,1848,49.50  ,12/05/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
23/06/2025,Payment,,66.00  ,23/06/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
22/06/2025,Invoice,1891,66.00  ,29/06/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
04/07/2025,Payment,,132.00  ,04/07/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
01/07/2025,Invoice,1905,132.00  ,08/07/2025,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
01/09/2025,Payment,,66.00  ,01/09/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
24/08/2025,Invoice,1975,66.00  ,31/08/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
13/09/2025,Payment,,49.50  ,13/09/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
03/09/2025,Invoice,1989,49.50  ,10/09/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
26/10/2025,Payment,,66.00  ,26/10/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
12/10/2025,Invoice,2040,66.00  ,19/10/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
03/11/2025,Payment,,49.50  ,03/11/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
26/10/2025,Invoice,2058,49.50  ,02/11/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
10/11/2025,Payment,,66.00  ,10/11/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
02/11/2025,Invoice,2067,66.00  ,09/11/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
21/12/2025,Payment,,66.00  ,21/12/2025,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
07/12/2025,Invoice,2105,66.00  ,14/12/2025,Alpha Roof Plumbing,Sales,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
27/01/2026,Payment,,115.50  ,27/01/2026,Alpha Roof Plumbing,Business,,Paid,,,call3n98@gmail.com
18/01/2026,Invoice,2136,115.50  ,25/01/2026,Alpha Roof Plumbing,-Split-,7 Days,Paid,0.00  ,Sent,call3n98@gmail.com
,,,,,,,,,,,
,,,,,,,,,,,
12/07/2024,Payment,,132.00  ,12/07/2024,Alpine Metal Roofing,Business,,Paid,,,jamie@alpinemetalroofing.com.au
07/07/2024,Invoice,1580,132.00  ,14/07/2024,Alpine Metal Roofing,Sales,7 Days,Paid,0.00  ,Sent,jamie@alpinemetalroofing.com.au
,,,,,,,,,,,
,,,,,,,,,,,
04/01/2023,Payment,,121.00  ,04/01/2023,Aria Roofing,Business,,Paid,,,
21/12/2022,Invoice,1080,121.00  ,28/12/2022,Aria Roofing,-Split-,7 Days,Paid,0.00  ,Sent,ariaroofing@bigpond.com
06/02/2023,Payment,,60.50  ,06/02/2023,Aria Roofing,Business,,Paid,,,
29/01/2023,Invoice,1108,60.50  ,05/02/2023,Aria Roofing,Sales,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
22/02/2023,Payment,,121.00  ,22/02/2023,Aria Roofing,Business,,Paid,,,
13/02/2023,Invoice,1123,121.00  ,20/02/2023,Aria Roofing,-Split-,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
27/03/2023,Payment,,60.50  ,27/03/2023,Aria Roofing,Business,,Paid,,,
26/02/2023,Invoice,1134,60.50  ,05/03/2023,Aria Roofing,Sales,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
09/05/2023,Payment,,88.00  ,09/05/2023,Aria Roofing,Business,,Paid,,,
30/04/2023,Invoice,1197,88.00  ,07/05/2023,Aria Roofing,-Split-,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
06/07/2023,Payment,,121.00  ,06/07/2023,Aria Roofing,Business,,Paid,,,a.hanlan@bigpond.com
21/05/2023,Invoice,1218,121.00  ,28/05/2023,Aria Roofing,-Split-,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
06/07/2023,Payment,,60.50  ,06/07/2023,Aria Roofing,Business,,Paid,,,a.hanlan@bigpond.com
04/06/2023,Invoice,1234,60.50  ,11/06/2023,Aria Roofing,Sales,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
13/08/2023,Payment,,60.50  ,13/08/2023,Aria Roofing,Business,,Paid,,,a.hanlan@bigpond.com
16/07/2023,Invoice,1273,60.50  ,23/07/2023,Aria Roofing,Sales,7 Days,Paid,0.00  ,Sent,a.hanlan@bigpond.com
